Timestamp_ms,Couleur,X_center,Y_center
143758,Blanc,542,186
143804,Blanc,123,204
143804,Blanc,543,185
143848,Blanc,123,203
143848,Blanc,542,186
143881,Blanc,124,203
143881,Blanc,543,186
143913,Blanc,123,204
143913,Blanc,543,186
143943,Blanc,123,204
143943,Blanc,541,186
143974,Blanc,124,204
143974,Blanc,543,186
144014,Blanc,123,204
144014,Blanc,543,186
144057,Blanc,124,204
144057,Blanc,543,186
144106,Blanc,124,203
144106,Blanc,543,186
144152,Blanc,123,204
144152,Blanc,543,186
144198,Blanc,124,203
144198,Blanc,543,186
144250,Blanc,124,203
144250,Blanc,543,186
144292,Blanc,123,204
144292,Blanc,542,185
144338,Blanc,123,202
144338,Blanc,543,186
144358,Blanc,123,204
144358,Blanc,542,186
144374,Blanc,123,204
144374,Blanc,542,186
144405,Blanc,123,204
144405,Blanc,543,186
144436,Blanc,123,204
144436,Blanc,543,186
144465,Blanc,123,204
144465,Blanc,542,186
144482,Blanc,124,203
144482,Blanc,543,186
144514,Blanc,123,204
144514,Blanc,543,186
144546,Blanc,124,204
144546,Blanc,543,186
144580,Blanc,124,204
144580,Blanc,543,186
144614,Blanc,123,204
144614,Blanc,543,186
144666,Blanc,123,204
144666,Blanc,543,187
144712,Blanc,123,203
144712,Blanc,542,186
144758,Blanc,123,204
144758,Blanc,543,186
144802,Blanc,123,204
144802,Blanc,543,186
144837,Blanc,123,204
144837,Blanc,542,186
144879,Blanc,123,204
144879,Blanc,543,186
144913,Blanc,126,205
144913,Blanc,15,177
144913,Blanc,542,187
144941,Blanc,123,204
144941,Blanc,543,186
144973,Blanc,124,204
144973,Blanc,543,186
145006,Blanc,123,203
145006,Blanc,543,186
145038,Blanc,123,204
145038,Blanc,543,186
145086,Blanc,124,203
145086,Blanc,543,186
145129,Blanc,123,204
145129,Blanc,543,186
145161,Blanc,123,203
145161,Blanc,543,187
145192,Blanc,123,204
145192,Blanc,542,186
145223,Blanc,123,203
145223,Blanc,542,186
145255,Blanc,124,203
145255,Blanc,543,186
145286,Blanc,123,204
145286,Blanc,542,186
145331,Blanc,124,203
145331,Blanc,542,186
145381,Blanc,124,204
145381,Blanc,541,186
145410,Blanc,124,203
145410,Blanc,543,186
145441,Blanc,124,203
145441,Blanc,543,187
145475,Blanc,123,204
145475,Blanc,543,186
145523,Blanc,15,177
145523,Blanc,126,204
145523,Blanc,543,186
145571,Blanc,123,204
145571,Blanc,543,186
145614,Blanc,123,204
145614,Blanc,542,186
145645,Blanc,124,204
145645,Blanc,543,186
145681,Blanc,123,204
145681,Blanc,543,186
145728,Blanc,123,204
145728,Blanc,541,186
145776,Blanc,123,204
145776,Blanc,543,186
145820,Blanc,123,204
145820,Blanc,543,186
145850,Blanc,124,204
145850,Blanc,542,186
145886,Blanc,126,204
145886,Blanc,15,176
145886,Blanc,543,186
145933,Blanc,123,204
145933,Blanc,543,186
145977,Blanc,123,204
145977,Blanc,542,186
146011,Blanc,123,204
146011,Blanc,543,185
146055,Blanc,123,203
146055,Blanc,542,186
146087,Blanc,123,203
146087,Blanc,542,186
146122,Blanc,124,204
146122,Blanc,542,186
146169,Blanc,124,203
146169,Blanc,541,186
146216,Blanc,124,203
146216,Blanc,542,185
146262,Blanc,124,203
146262,Blanc,541,186
146295,Blanc,124,203
146295,Blanc,542,186
146342,Blanc,123,202
146342,Blanc,543,186
146386,Blanc,124,204
146386,Blanc,542,185
146423,Blanc,124,204
146423,Blanc,541,186
146469,Blanc,124,204
146469,Blanc,541,187
146508,Blanc,124,204
146508,Blanc,543,186
146537,Blanc,124,204
146537,Blanc,542,186
146569,Blanc,123,204
146569,Blanc,542,186
146597,Blanc,124,204
146597,Blanc,542,186
146613,Blanc,124,203
146613,Blanc,541,186
146629,Blanc,124,203
146629,Blanc,541,186
146677,Blanc,124,204
146677,Blanc,542,186
146705,Blanc,123,204
146705,Blanc,541,187
146739,Blanc,124,203
146739,Blanc,542,186
146768,Blanc,123,204
146768,Blanc,541,186
146801,Blanc,123,204
146801,Blanc,543,186
146833,Blanc,124,204
146833,Blanc,542,185
146862,Blanc,124,203
146862,Blanc,542,186
146894,Blanc,124,203
146894,Blanc,542,186
146926,Blanc,124,204
146926,Blanc,542,185
146963,Blanc,124,204
146963,Blanc,541,186
147017,Blanc,124,204
147017,Blanc,542,186
147062,Blanc,124,204
147062,Blanc,542,185
147109,Blanc,124,203
147109,Blanc,541,186
147156,Blanc,124,203
147156,Blanc,542,186
147203,Blanc,123,204
147203,Blanc,541,186
147249,Blanc,124,203
147249,Blanc,541,187
147296,Blanc,123,204
147296,Blanc,543,187
147345,Blanc,123,204
147345,Blanc,541,186
147391,Blanc,124,203
147391,Blanc,542,186
147417,Blanc,124,204
147417,Blanc,543,186
147447,Blanc,124,204
147447,Blanc,541,187
147478,Blanc,123,204
147478,Blanc,543,186
147506,Blanc,123,204
147506,Blanc,541,186
147541,Blanc,124,204
147541,Blanc,541,186
147573,Blanc,124,204
147573,Blanc,541,186
147601,Blanc,124,204
147601,Blanc,543,187
147632,Blanc,124,204
147632,Blanc,542,186
147667,Blanc,124,204
147667,Blanc,543,186
147701,Blanc,124,204
147701,Blanc,541,186
147729,Blanc,124,204
147729,Blanc,541,187
147764,Blanc,124,203
147764,Blanc,541,186
147795,Blanc,124,204
147795,Blanc,541,187
147826,Blanc,124,204
147826,Blanc,542,186
147860,Blanc,124,204
147860,Blanc,543,186
147890,Blanc,124,203
147890,Blanc,541,186
147922,Blanc,126,205
147922,Blanc,15,177
147922,Blanc,541,186
147953,Blanc,123,204
147953,Blanc,541,186
147984,Blanc,123,204
147984,Blanc,541,186
148018,Blanc,124,204
148018,Blanc,542,187
148049,Blanc,124,204
148049,Blanc,543,186
148083,Blanc,124,204
148083,Blanc,542,187
148114,Blanc,124,204
148114,Blanc,541,187
148162,Blanc,125,204
148162,Blanc,542,186
148209,Blanc,124,203
148209,Blanc,542,186
148254,Blanc,124,203
148254,Blanc,542,186
148288,Blanc,124,204
148288,Blanc,541,186
148332,Blanc,124,203
148332,Blanc,542,186
148369,Blanc,124,203
148369,Blanc,542,186
148413,Blanc,123,204
148413,Blanc,541,186
148462,Blanc,124,205
148462,Blanc,541,186
148504,Blanc,123,204
148504,Blanc,541,187
148541,Blanc,124,204
148541,Blanc,542,186
148588,Blanc,124,203
148588,Blanc,541,187
148631,Blanc,124,203
148631,Blanc,542,187
148667,Blanc,124,203
148667,Blanc,541,188
148713,Blanc,124,203
148713,Blanc,541,187
148748,Blanc,124,203
148748,Blanc,541,186
148796,Blanc,124,204
148796,Blanc,541,187
148841,Blanc,123,203
148841,Blanc,541,187
148888,Blanc,123,204
148888,Blanc,542,187
148934,Blanc,124,204
148934,Blanc,542,187
148983,Blanc,123,204
148983,Blanc,542,186
149025,Blanc,123,204
149025,Blanc,541,187
149059,Blanc,124,204
149059,Blanc,541,186
149084,Blanc,124,203
149084,Blanc,541,187
149111,Blanc,124,204
149111,Blanc,541,186
149125,Blanc,124,204
149125,Blanc,542,186
149142,Blanc,124,204
149142,Blanc,542,186
149172,Blanc,124,204
149172,Blanc,542,187
149205,Blanc,124,204
149205,Blanc,541,186
149237,Blanc,126,205
149237,Blanc,15,177
149237,Blanc,541,186
149267,Blanc,124,204
149267,Blanc,541,186
149297,Blanc,124,204
149297,Blanc,541,187
149329,Blanc,124,204
149329,Blanc,541,187
149360,Blanc,124,205
149360,Blanc,541,187
149391,Blanc,124,204
149391,Blanc,541,186
149434,Blanc,123,204
149434,Blanc,542,187
149466,Blanc,124,204
149466,Blanc,542,187
149534,Blanc,124,204
149534,Blanc,541,187
149582,Blanc,123,204
149582,Blanc,541,187
149614,Blanc,123,204
149614,Blanc,541,187
149643,Blanc,124,204
149643,Blanc,541,187
149681,Blanc,124,204
149681,Blanc,541,186
149724,Blanc,125,204
149724,Blanc,541,186
149757,Blanc,124,203
149757,Blanc,541,186
149790,Blanc,123,204
149790,Blanc,541,187
149835,Blanc,123,204
149835,Blanc,541,186
149886,Blanc,124,203
149886,Blanc,541,187
149930,Blanc,124,204
149930,Blanc,541,187
149979,Blanc,124,203
149979,Blanc,540,187
150024,Blanc,124,204
150024,Blanc,541,187
150057,Blanc,124,204
150057,Blanc,541,186
150104,Blanc,124,204
150104,Blanc,541,187
150146,Blanc,124,204
150146,Blanc,541,186
150180,Blanc,124,204
150180,Blanc,541,186
150226,Blanc,124,203
150226,Blanc,541,187
150260,Blanc,124,204
150260,Blanc,540,187
150305,Blanc,125,204
150305,Blanc,542,186
150338,Blanc,124,204
150338,Blanc,541,187
150385,Blanc,124,205
150385,Blanc,541,187
150432,Blanc,124,205
150432,Blanc,541,187
150479,Blanc,124,204
150479,Blanc,541,186
150527,Blanc,124,204
150527,Blanc,541,187
150572,Blanc,124,204
150572,Blanc,541,187
150619,Blanc,124,204
150619,Blanc,541,186
150666,Blanc,124,205
150666,Blanc,540,187
150714,Blanc,124,204
150714,Blanc,541,187
150760,Blanc,124,204
150760,Blanc,541,187
150807,Blanc,124,204
150807,Blanc,541,187
150833,Blanc,124,205
150833,Blanc,541,187
150864,Blanc,124,204
150864,Blanc,541,187
150911,Blanc,124,205
150911,Blanc,541,187
150942,Blanc,125,204
150942,Blanc,541,186
150970,Blanc,124,204
150970,Blanc,541,186
151003,Blanc,124,204
151003,Blanc,541,186
151034,Blanc,125,205
151034,Blanc,542,186
151065,Blanc,125,204
151065,Blanc,541,187
151128,Blanc,125,203
151128,Blanc,542,186
151159,Blanc,124,203
151159,Blanc,542,186
151189,Blanc,124,204
151189,Blanc,542,187
151222,Blanc,124,204
151222,Blanc,542,186
151253,Blanc,124,204
151253,Blanc,542,186
151284,Blanc,124,204
151284,Blanc,542,186
151315,Blanc,123,204
151315,Blanc,542,185
151347,Blanc,122,204
151347,Blanc,541,186
151378,Blanc,122,203
151378,Blanc,542,187
151409,Blanc,15,178
151409,Blanc,125,204
151409,Blanc,542,187
151439,Blanc,122,203
151439,Blanc,542,186
151470,Blanc,122,203
151470,Blanc,542,186
151532,Blanc,15,179
151532,Blanc,124,203
151532,Blanc,542,186
151563,Blanc,15,177
151563,Blanc,124,203
151563,Blanc,543,186
151592,Blanc,123,202
151592,Blanc,543,187
151623,Blanc,122,203
151623,Blanc,543,186
151655,Blanc,122,202
151655,Blanc,542,187
151689,Blanc,121,203
151689,Blanc,544,186
151718,Blanc,121,203
151718,Blanc,544,186
151749,Blanc,122,203
151749,Blanc,543,186
151781,Blanc,122,202
151781,Blanc,542,186
151810,Blanc,123,203
151810,Blanc,543,186
151826,Blanc,124,203
151826,Blanc,16,176
151826,Blanc,543,186
151860,Blanc,125,204
151860,Blanc,15,178
151860,Blanc,543,186
151922,Blanc,124,204
151922,Blanc,15,179
151922,Blanc,543,186
151953,Blanc,15,178
151953,Blanc,125,203
151953,Blanc,543,186
151984,Blanc,122,204
151984,Blanc,543,187
152014,Blanc,122,203
152014,Blanc,542,186
152047,Blanc,122,203
152047,Blanc,543,186
152079,Blanc,121,203
152079,Blanc,543,186
152107,Blanc,121,203
152107,Blanc,543,186
152123,Blanc,15,178
152123,Blanc,124,204
152123,Blanc,543,186
152170,Blanc,124,204
152170,Blanc,15,179
152170,Blanc,543,186
152202,Blanc,122,203
152202,Blanc,542,185
152234,Blanc,123,203
152234,Blanc,543,186
152265,Blanc,122,203
152265,Blanc,542,186
152327,Blanc,122,203
152327,Blanc,543,187
152358,Blanc,15,178
152358,Blanc,124,203
152358,Blanc,542,187
152389,Blanc,123,203
152389,Blanc,542,186
152421,Blanc,122,203
152421,Blanc,542,187
152452,Blanc,122,203
152452,Blanc,543,187
152483,Blanc,123,203
152483,Blanc,541,186
152517,Blanc,15,178
152517,Blanc,125,203
152517,Blanc,541,187
152548,Blanc,15,178
152548,Blanc,125,203
152548,Blanc,541,187
152579,Blanc,124,204
152579,Blanc,15,178
152579,Blanc,542,186
152609,Blanc,124,203
152609,Blanc,15,177
152609,Blanc,542,186
152641,Blanc,125,203
152641,Blanc,15,179
152641,Blanc,542,187
152669,Blanc,122,203
152669,Blanc,542,186
152719,Blanc,122,203
152719,Blanc,542,186
152765,Blanc,122,203
152765,Blanc,542,185
152794,Blanc,122,203
152794,Blanc,542,186
152826,Blanc,122,204
152826,Blanc,542,187
152858,Blanc,122,203
152858,Blanc,542,186
152891,Blanc,122,204
152891,Blanc,542,187
152919,Blanc,15,178
152919,Blanc,125,203
152919,Blanc,542,187
152953,Blanc,122,203
152953,Blanc,542,186
152981,Blanc,122,203
152981,Blanc,542,186
153013,Blanc,122,204
153013,Blanc,542,186
153047,Blanc,124,204
153047,Blanc,15,177
153047,Blanc,542,186
153075,Blanc,123,204
153075,Blanc,542,187
153120,Blanc,122,203
153120,Blanc,542,186
153152,Blanc,121,204
153152,Blanc,542,187
153185,Blanc,122,203
153185,Blanc,542,186
153217,Blanc,124,204
153217,Blanc,15,178
153217,Blanc,542,187
153247,Blanc,122,203
153247,Blanc,542,186
153280,Blanc,122,203
153280,Blanc,543,187
153309,Blanc,122,203
153309,Blanc,542,186
153343,Blanc,122,204
153343,Blanc,542,187
153374,Blanc,122,203
153374,Blanc,542,186
153406,Blanc,122,203
153406,Blanc,542,186
153435,Blanc,122,204
153435,Blanc,542,186
153469,Blanc,122,204
153469,Blanc,542,186
153532,Blanc,125,204
153532,Blanc,15,179
153532,Blanc,542,187
153563,Blanc,122,203
153563,Blanc,541,186
153592,Blanc,122,203
153592,Blanc,542,187
153624,Blanc,123,203
153624,Blanc,542,186
153652,Blanc,123,203
153652,Blanc,542,186
153683,Blanc,122,203
153683,Blanc,543,186
153714,Blanc,123,203
153714,Blanc,542,186
153751,Blanc,15,178
153751,Blanc,124,204
153751,Blanc,543,186
153781,Blanc,122,203
153781,Blanc,543,186
153813,Blanc,122,203
153813,Blanc,543,186
153844,Blanc,122,203
153844,Blanc,542,186
153875,Blanc,123,203
153875,Blanc,542,186
153922,Blanc,122,204
153922,Blanc,542,187
153956,Blanc,122,203
153956,Blanc,543,186
153985,Blanc,123,204
153985,Blanc,543,186
154017,Blanc,122,203
154017,Blanc,542,187
154046,Blanc,123,203
154046,Blanc,543,187
154097,Blanc,124,204
154097,Blanc,15,179
154097,Blanc,543,186
154126,Blanc,125,203
154126,Blanc,15,179
154126,Blanc,543,186
154155,Blanc,123,202
154155,Blanc,544,186
154186,Blanc,125,204
154186,Blanc,15,179
154186,Blanc,543,186
154218,Blanc,122,203
154218,Blanc,544,186
154252,Blanc,122,203
154252,Blanc,544,186
154281,Blanc,122,203
154281,Blanc,542,186
154329,Blanc,122,203
154329,Blanc,542,186
154358,Blanc,122,203
154358,Blanc,543,186
154392,Blanc,123,204
154392,Blanc,543,186
154423,Blanc,122,203
154423,Blanc,542,187
154452,Blanc,123,203
154452,Blanc,542,186
154484,Blanc,15,179
154484,Blanc,124,204
154484,Blanc,542,186
154512,Blanc,123,203
154512,Blanc,541,187
154546,Blanc,122,203
154546,Blanc,542,186
154576,Blanc,122,203
154576,Blanc,542,186
154607,Blanc,123,203
154607,Blanc,542,186
154652,Blanc,122,203
154652,Blanc,543,187
154683,Blanc,122,203
154683,Blanc,543,187
154732,Blanc,122,203
154732,Blanc,542,186
154761,Blanc,122,203
154761,Blanc,542,186
154793,Blanc,122,203
154793,Blanc,542,186
154826,Blanc,123,203
154826,Blanc,542,186
154856,Blanc,122,204
154856,Blanc,542,186
154886,Blanc,15,178
154886,Blanc,125,204
154886,Blanc,542,186
154919,Blanc,125,204
154919,Blanc,15,178
154919,Blanc,542,186
154950,Blanc,122,204
154950,Blanc,542,186
154983,Blanc,15,179
154983,Blanc,125,204
154983,Blanc,543,186
155016,Blanc,125,203
155016,Blanc,15,178
155016,Blanc,543,186
155042,Blanc,123,203
155042,Blanc,542,186
155073,Blanc,123,202
155073,Blanc,542,187
155122,Blanc,122,203
155122,Blanc,542,186
155153,Blanc,122,203
155153,Blanc,542,186
155187,Blanc,123,203
155187,Blanc,542,186
155216,Blanc,123,203
155216,Blanc,542,186
155245,Blanc,15,178
155245,Blanc,125,204
155245,Blanc,542,187
155292,Blanc,16,176
155292,Blanc,125,204
155292,Blanc,542,186
155322,Blanc,122,203
155322,Blanc,542,186
155353,Blanc,122,203
155353,Blanc,542,187
155384,Blanc,123,203
155384,Blanc,542,186
155418,Blanc,122,203
155418,Blanc,542,186
155448,Blanc,123,204
155448,Blanc,541,187
155479,Blanc,123,203
155479,Blanc,541,187
155512,Blanc,122,203
155512,Blanc,541,187
155557,Blanc,123,204
155557,Blanc,541,187
155590,Blanc,123,204
155590,Blanc,541,187
155623,Blanc,122,203
155623,Blanc,541,187
155651,Blanc,122,203
155651,Blanc,541,187
155684,Blanc,122,203
155684,Blanc,541,187
155714,Blanc,123,203
155714,Blanc,541,187
155744,Blanc,123,204
155744,Blanc,541,187
155777,Blanc,123,203
155777,Blanc,540,187
155805,Blanc,123,202
155805,Blanc,541,187
155839,Blanc,122,203
155839,Blanc,542,187
155885,Blanc,15,177
155885,Blanc,125,203
155885,Blanc,541,187
155917,Blanc,123,203
155917,Blanc,540,187
155949,Blanc,122,203
155949,Blanc,541,187
155994,Blanc,122,203
155994,Blanc,540,187
156023,Blanc,122,203
156023,Blanc,538,186
156055,Blanc,121,203
156055,Blanc,539,187
156084,Blanc,121,203
156084,Blanc,535,188
156120,Blanc,120,202
156120,Blanc,535,188
156149,Blanc,16,177
156149,Blanc,122,204
156149,Blanc,535,188
156180,Blanc,119,203
156180,Blanc,535,188
156212,Blanc,118,203
156212,Blanc,535,188
156243,Blanc,118,203
156243,Blanc,535,188
156275,Blanc,117,203
156275,Blanc,535,188
156305,Blanc,117,203
156305,Blanc,535,188
156337,Blanc,119,203
156337,Blanc,15,179
156337,Blanc,535,188
156369,Blanc,116,203
156369,Blanc,535,188
156416,Blanc,115,204
156416,Blanc,535,188
156446,Blanc,116,203
156446,Blanc,535,188
156477,Blanc,15,178
156477,Blanc,117,203
156477,Blanc,535,188
156522,Blanc,114,204
156522,Blanc,539,186
156555,Blanc,114,204
156555,Blanc,541,186
156583,Blanc,114,204
156583,Blanc,535,188
156618,Blanc,116,204
156618,Blanc,15,178
156618,Blanc,535,188
156648,Blanc,113,203
156648,Blanc,539,186
156680,Blanc,113,203
156680,Blanc,535,188
156712,Blanc,114,203
156712,Blanc,535,188
156740,Blanc,113,203
156740,Blanc,540,187
156776,Blanc,116,203
156776,Blanc,15,178
156776,Blanc,539,187
156821,Blanc,113,203
156821,Blanc,535,188
156853,Blanc,113,203
156853,Blanc,535,188
156883,Blanc,113,204
156883,Blanc,535,188
156915,Blanc,113,203
156915,Blanc,535,188
156948,Blanc,113,203
156948,Blanc,538,187
156981,Blanc,114,203
156981,Blanc,535,188
157011,Blanc,114,203
157011,Blanc,535,188
157042,Blanc,113,204
157042,Blanc,535,188
157075,Blanc,116,203
157075,Blanc,15,178
157075,Blanc,535,188
157106,Blanc,114,204
157106,Blanc,535,188
157137,Blanc,114,204
157137,Blanc,535,188
157168,Blanc,114,203
157168,Blanc,535,188
157199,Blanc,114,204
157199,Blanc,538,187
157246,Blanc,114,203
157246,Blanc,535,188
157278,Blanc,115,203
157278,Blanc,535,188
157309,Blanc,115,203
157309,Blanc,535,188
157342,Blanc,115,203
157342,Blanc,540,187
157373,Blanc,15,179
157373,Blanc,118,203
157373,Blanc,535,188
157405,Blanc,115,203
157405,Blanc,535,188
157450,Blanc,115,202
157450,Blanc,535,188
157482,Blanc,115,203
157482,Blanc,535,188
157513,Blanc,115,203
157513,Blanc,535,188
157546,Blanc,15,178
157546,Blanc,118,204
157546,Blanc,534,188
157576,Blanc,114,203
157576,Blanc,535,188
157606,Blanc,15,177
157606,Blanc,117,204
157606,Blanc,535,188
157637,Blanc,16,177
157637,Blanc,118,203
157637,Blanc,535,188
157684,Blanc,115,204
157684,Blanc,535,188
157715,Blanc,115,202
157715,Blanc,535,188
157747,Blanc,115,204
157747,Blanc,540,187
157776,Blanc,115,203
157776,Blanc,535,188
157810,Blanc,115,203
157810,Blanc,540,187
157839,Blanc,115,203
157839,Blanc,535,188
157870,Blanc,117,204
157870,Blanc,15,178
157870,Blanc,535,188
157903,Blanc,15,178
157903,Blanc,117,204
157903,Blanc,535,188
157935,Blanc,115,203
157935,Blanc,535,188
157966,Blanc,115,203
157966,Blanc,535,188
157999,Blanc,115,202
157999,Blanc,535,188
158031,Blanc,115,202
158031,Blanc,535,188
158060,Blanc,114,203
158060,Blanc,538,186
158123,Blanc,115,202
158123,Blanc,535,188
158155,Blanc,114,203
158155,Blanc,534,188
158185,Blanc,115,203
158185,Blanc,539,187
158217,Blanc,117,203
158217,Blanc,15,178
158217,Blanc,539,187
158248,Blanc,115,203
158248,Blanc,540,187
158279,Blanc,115,203
158279,Blanc,535,188
158310,Blanc,117,204
158310,Blanc,15,180
158310,Blanc,535,188
158339,Blanc,15,179
158339,Blanc,117,204
158339,Blanc,534,188
158370,Blanc,115,203
158370,Blanc,538,187
158410,Blanc,115,202
158410,Blanc,535,188
158457,Blanc,115,203
158457,Blanc,535,188
158486,Blanc,118,204
158486,Blanc,16,176
158486,Blanc,535,188
158523,Blanc,115,202
158523,Blanc,535,188
158568,Blanc,116,203
158568,Blanc,535,188
158613,Blanc,116,203
158613,Blanc,535,188
158642,Blanc,15,177
158642,Blanc,118,203
158642,Blanc,534,188
158674,Blanc,116,203
158674,Blanc,535,188
158708,Blanc,116,203
158708,Blanc,535,188
158753,Blanc,116,203
158753,Blanc,535,188
158786,Blanc,117,203
158786,Blanc,535,188
158832,Blanc,117,202
158832,Blanc,535,188
158862,Blanc,118,203
158862,Blanc,539,187
158910,Blanc,118,203
158910,Blanc,535,188
158943,Blanc,119,203
158943,Blanc,535,188
158990,Blanc,119,203
158990,Blanc,535,188
159034,Blanc,120,203
159034,Blanc,535,188
159068,Blanc,120,203
159068,Blanc,539,187
159111,Blanc,121,203
159111,Blanc,535,188
159142,Blanc,121,203
159142,Blanc,539,187
159175,Blanc,121,202
159175,Blanc,539,187
159223,Blanc,15,178
159223,Blanc,124,203
159223,Blanc,540,187
159268,Blanc,122,202
159268,Blanc,540,187
159314,Blanc,121,202
159314,Blanc,540,187
159348,Blanc,121,203
159348,Blanc,540,187
159395,Blanc,121,203
159395,Blanc,540,187
159442,Blanc,121,202
159442,Blanc,540,187
159486,Blanc,16,177
159486,Blanc,124,203
159486,Blanc,540,187
159535,Blanc,121,203
159535,Blanc,540,187
159582,Blanc,121,203
159582,Blanc,540,187
159629,Blanc,124,203
159629,Blanc,15,177
159629,Blanc,540,187
159673,Blanc,124,203
159673,Blanc,15,178
159673,Blanc,540,187
159718,Blanc,121,203
159718,Blanc,540,187
159753,Blanc,15,178
159753,Blanc,123,203
159753,Blanc,540,187
159801,Blanc,121,203
159801,Blanc,540,187
159844,Blanc,121,202
159844,Blanc,540,187
159880,Blanc,121,203
159880,Blanc,540,187
159922,Blanc,121,203
159922,Blanc,540,187
159957,Blanc,122,203
159957,Blanc,540,187
159999,Blanc,15,177
159999,Blanc,123,203
159999,Blanc,541,187
160035,Blanc,15,177
160035,Blanc,124,203
160035,Blanc,540,187
160079,Blanc,121,203
160079,Blanc,540,187
160123,Blanc,121,203
160123,Blanc,540,187
160158,Blanc,121,202
160158,Blanc,541,187
160204,Blanc,121,203
160204,Blanc,540,187
160249,Blanc,121,203
160249,Blanc,540,187
160283,Blanc,122,203
160283,Blanc,540,187
160327,Blanc,122,202
160327,Blanc,540,187
160371,Blanc,121,202
160371,Blanc,539,187
160403,Blanc,121,202
160403,Blanc,540,187
160436,Blanc,15,178
160436,Blanc,124,203
160436,Blanc,540,187
160482,Blanc,121,203
160482,Blanc,540,187
160535,Blanc,121,203
160535,Blanc,540,187
160586,Blanc,121,202
160586,Blanc,540,187
160625,Blanc,124,203
160625,Blanc,15,179
160625,Blanc,540,187
160672,Blanc,122,203
160672,Blanc,540,187
160718,Blanc,122,203
160718,Blanc,540,187
160761,Blanc,122,203
160761,Blanc,540,187
160791,Blanc,121,203
160791,Blanc,540,187
160822,Blanc,122,202
160822,Blanc,540,187
160849,Blanc,121,203
160849,Blanc,540,187
160885,Blanc,121,203
160885,Blanc,540,187
160922,Blanc,121,203
160922,Blanc,540,187
160968,Blanc,121,203
160968,Blanc,540,187
161013,Blanc,122,203
161013,Blanc,540,187
161061,Blanc,121,203
161061,Blanc,540,187
161092,Blanc,121,202
161092,Blanc,540,187
161120,Blanc,121,203
161120,Blanc,539,187
161155,Blanc,121,203
161155,Blanc,540,187
161201,Blanc,121,202
161201,Blanc,540,187
161248,Blanc,121,203
161248,Blanc,540,187
161293,Blanc,121,203
161293,Blanc,539,187
161327,Blanc,121,203
161327,Blanc,540,187
161372,Blanc,121,202
161372,Blanc,540,187
161401,Blanc,121,203
161401,Blanc,540,187
161437,Blanc,121,203
161437,Blanc,540,187
161483,Blanc,121,203
161483,Blanc,540,187
161528,Blanc,124,204
161528,Blanc,15,177
161528,Blanc,539,187
161577,Blanc,124,202
161577,Blanc,15,178
161577,Blanc,540,187
161621,Blanc,15,178
161621,Blanc,124,203
161621,Blanc,540,187
161654,Blanc,122,203
161654,Blanc,540,187
161687,Blanc,122,203
161687,Blanc,540,187
161715,Blanc,122,203
161715,Blanc,540,187
161748,Blanc,122,203
161748,Blanc,540,187
161778,Blanc,122,203
161778,Blanc,540,187
161809,Blanc,121,203
161809,Blanc,540,187
161845,Blanc,122,203
161845,Blanc,540,187
161890,Blanc,15,179
161890,Blanc,124,204
161890,Blanc,540,187
161934,Blanc,121,203
161934,Blanc,540,187
161968,Blanc,122,203
161968,Blanc,540,187
162001,Blanc,124,203
162001,Blanc,15,177
162001,Blanc,540,187
162045,Blanc,122,203
162045,Blanc,540,187
162094,Blanc,122,203
162094,Blanc,540,187
162138,Blanc,122,203
162138,Blanc,540,187
162186,Blanc,122,203
162186,Blanc,540,187
162232,Blanc,124,204
162232,Blanc,15,178
162232,Blanc,540,187
162280,Blanc,122,203
162280,Blanc,540,187
162325,Blanc,122,203
162325,Blanc,540,188
162359,Blanc,122,203
162359,Blanc,540,187
162409,Blanc,122,203
162409,Blanc,540,187
162447,Blanc,121,203
162447,Blanc,540,187
162483,Blanc,124,203
162483,Blanc,15,178
162483,Blanc,540,187
162529,Blanc,122,203
162529,Blanc,540,187
162574,Blanc,121,204
162574,Blanc,540,187
162603,Blanc,123,203
162603,Blanc,15,177
162603,Blanc,540,187
162639,Blanc,124,203
162639,Blanc,15,179
162639,Blanc,540,187
162684,Blanc,15,178
162684,Blanc,124,204
162684,Blanc,541,187
162716,Blanc,121,203
162716,Blanc,540,187
162746,Blanc,121,202
162746,Blanc,540,187
162796,Blanc,122,203
162796,Blanc,540,187
162840,Blanc,15,180
162840,Blanc,124,203
162840,Blanc,540,187
162872,Blanc,121,203
162872,Blanc,540,187
162903,Blanc,121,203
162903,Blanc,540,187
162951,Blanc,122,202
162951,Blanc,541,187
162997,Blanc,122,203
162997,Blanc,540,187
163046,Blanc,122,203
163046,Blanc,540,187
163088,Blanc,121,203
163088,Blanc,539,187
163137,Blanc,121,203
163137,Blanc,540,187
163184,Blanc,121,203
163184,Blanc,540,187
163234,Blanc,122,202
163234,Blanc,541,187
163282,Blanc,122,203
163282,Blanc,540,187
163316,Blanc,121,203
163316,Blanc,540,187
163346,Blanc,15,179
163346,Blanc,123,204
163346,Blanc,540,187
163378,Blanc,121,202
163378,Blanc,540,187
163408,Blanc,121,203
163408,Blanc,541,187
163440,Blanc,121,203
163440,Blanc,540,187
163470,Blanc,121,203
163470,Blanc,540,187
163501,Blanc,121,203
163501,Blanc,540,187
163539,Blanc,121,203
163539,Blanc,540,187
163572,Blanc,122,203
163572,Blanc,540,187
163602,Blanc,122,203
163602,Blanc,540,187
163632,Blanc,15,178
